target,f1,f2,f3,f4,f5,f6,f7,f8,f9
91.98,459.9,118.6,0,0.2,484.15,500,171000,5,10
3.78,18.9,34.75,0,0,238.9,500,414000,10,30
3.1,15.5,12.95,0,0,383.7,500,18000,5,20
56.16,280.8,179.1,0,0.15,421.55,500,333000,5,10
56.52,282.6,113.05,25,0.15,464.25,498.05,238500,5,5
6.84,34.2,3.8,63.55,0,496.95,236.95,220500,5,5
5.08,25.4,21.6,0,0,380.9,500,121500,5,10
3.35,16.75,26.3,0,0,268.6,500,423000,10,30
4.68,23.4,0,131.75,0,500,87.45,391500,5,20
3.89,19.45,15.85,0.7,0,387.6,499.7,126000,10,30
77.33,386.65,92.5,0,0.2,486.3,500,261000,5,5
2.84,14.2,28.1,0,0,225.5,500,72000,10,35
2.74,13.7,23.05,0,0,255.45,500,135000,10,35
125.6,628,283.3,0,0.3,455.75,500,283500,5,10
4.14,20.7,16.75,0.35,0,388.7,499.95,49500,5,15
2.88,14.4,29.15,0,0,221.45,500,103500,5,5
3.02,15.1,13.85,0,0,368.5,500,94500,10,30
41.87,209.35,74.9,41.95,0.1,470.8,490.25,238500,5,20
4.25,21.25,14.75,1.25,0,410.75,499.15,31500,5,20
69.84,349.2,136.6,0.2,0.15,465.65,500,315000,5,10
76.75,383.75,99.55,0,0.2,484,500,346500,5,10
3.1,15.5,18.7,0,0,319.1,500,13500,5,5
7.56,37.8,0.2,78.3,0,500,217.35,220500,5,10
40.39,201.95,57.6,0,0.1,480.8,500,202500,10,30
2.84,14.2,0,26.45,0,500,236.5,333000,10,35
39.82,199.1,55.6,10.6,0.1,481.55,499.3,315000,5,10
4.86,24.3,22.15,0,0,369.5,500,409500,5,25
59.94,299.7,146.7,0,0.15,449.1,500,202500,5,5
4.18,20.9,18.2,0.2,0,377.05,500,72000,5,15
91.44,457.2,158.75,0,0.2,472.35,500,288000,5,10
2.81,14.05,0,25.75,0,500,239.5,13500,10,35
2.88,14.4,21.6,0,0,277.35,500,405000,10,30
2.95,14.75,22.15,0,0,277.15,500,54000,10,30
4.57,22.85,22.3,0,0,357.85,500,22500,5,5
56.09,280.45,208.6,1.45,0.15,401.2,500,216000,5,20
4.64,23.2,23.95,0,0,347.9,500,423000,5,20
3.64,18.2,0,89.3,0,500,99.85,292500,10,35
58.14,290.7,297.2,0,0.15,349.6,500,153000,5,5
2.99,14.95,22.85,0,0,273.75,500,49500,5,25
3.13,15.65,20.5,0,0,303.4,500,81000,5,5
2.81,14.05,25.9,0,0,238.4,500,112500,10,35
4.07,20.35,0,81.35,0,500,121.35,229500,5,25
2.56,12.8,25.75,0,0,222.55,500,108000,5,5
3.31,16.55,27.35,0,0,258.85,500,76500,5,25
2.77,13.85,29.7,0,0,211.3,500,130500,10,30
2.7,13.5,27.9,0,0,217.8,500,108000,5,25
5.11,25.55,0,126,0,500,99.35,234000,5,20
2.84,14.2,21.95,0,0,271.6,500,0,5,15
3.02,15.1,28.6,0,0,233.45,500,45000,5,25
30.82,154.1,0,40.5,0.05,500,483.6,324000,5,20
3.64,18.2,16,0,0,375.5,500,49500,5,15
44.1,220.5,92.9,0,0.1,460.75,500,333000,5,15
2.56,12.8,22.7,0,0,245.6,500,427500,10,35
3.17,15.85,26.65,0,0,255.6,500,112500,10,30
6.19,30.95,0,130.85,0,500,115.1,175500,10,35
2.77,13.85,0,55.45,0,500,121.15,220500,5,20
3.38,16.9,27.7,0,0,260.4,500,117000,5,15
2.7,13.5,0,70,0,500,94.7,342000,10,35
2.88,14.4,0,68.95,0,500,102.2,364500,5,15
63.14,315.7,239.75,0,0.15,398.2,500,180000,5,15
75.1,375.5,46.25,0.7,0.15,496.25,500,360000,5,5
3.06,15.3,19.25,0,0,311.1,500,108000,10,35
24.73,123.65,0.7,33.3,0.05,500,482.8,382500,5,15
4.68,23.4,34.2,0,0,282.35,500,144000,5,10
85.9,429.5,236.5,0,0.2,438,500,252000,5,25
3.96,19.8,17.65,0,0,373.25,500,103500,5,10
4.72,23.6,24.85,0,0,344.3,500,121500,5,25
95.51,477.55,176.6,0,0.2,468.95,500,256500,5,15
2.56,12.8,21.8,0,0,253.15,500,9000,10,30
94.14,470.7,122.95,0,0.2,483.75,500,189000,5,15
3.56,17.8,31.3,0,0,247.15,500,90000,10,35
57.2,286,86.6,0,0.15,478.55,500,252000,5,15
32.72,163.6,9.7,7.9,0.1,499.1,499.4,265500,10,35
70.09,350.45,143.45,0,0.15,462.75,500,193500,5,10
55.48,277.4,129.4,0,0.15,453.1,500,184500,5,10
37.15,185.75,30.6,0,0.1,493.35,500,342000,5,25
74.3,371.5,132.65,0,0.15,470.9,500,184500,5,20
5.62,28.1,0,121.15,0,500,112.95,310500,10,30
3.6,18,32.75,0,0,240.85,500,49500,5,20
2.81,14.05,23.2,0,0,259,500,126000,10,30
3.38,16.9,0,97,0,500,85.8,274500,10,30
5.76,28.8,0,127.8,0,500,109.9,234000,5,5
30.46,152.3,162.2,0,0.05,342.25,500,148500,5,5
4.1,20.5,15.1,1.25,0,402.6,499.05,49500,5,20
48.74,243.7,99.9,0,0.1,462.65,500,355500,5,10
3.82,19.1,19.25,0,0,352.15,500,76500,10,35
28.48,142.4,67.7,0,0.05,451.55,500,328500,5,25
5.4,27,0,92.15,0,500,140.6,225000,5,10
2.92,14.6,0,84.6,0,500,85.05,387000,5,15
4.39,21.95,25.55,0,0,325.8,500,54000,5,20
4.07,20.35,0,59.95,0,500,160.7,220500,5,10
6.19,30.95,0,101.15,0,500,146.3,234000,5,5
4.64,23.2,28.6,0,0,315,500,36000,5,10
3.06,15.3,25.55,0,0,256.9,500,54000,5,25
68.98,344.9,178.2,0,0.15,444.2,500,297000,5,10
3.49,17.45,16.9,0,0,359.15,500,76500,5,25
4.1,20.5,22.85,0,0,333.9,500,121500,5,25
3.56,17.8,4.7,27,0,483.45,275.2,400500,5,25
36.94,184.7,56.35,0,0.1,478.25,500,333000,5,5
3.13,15.65,0,30.8,0,500,226.5,333000,5,25
4.97,24.85,20.15,0,0,388.35,500,85500,5,25
3.82,19.1,29,0,0,275,500,144000,5,10
2.95,14.75,0,59.6,0,500,120.1,198000,10,35
3.06,15.3,0,85.15,0,500,88.45,189000,10,35
3.31,16.55,19.25,0,0,325.95,500,67500,5,5
3.89,19.45,15.3,1.1,0,393,499.2,18000,5,25
49.43,247.15,68.95,11.15,0.1,481.6,499.5,315000,5,25
74.38,371.9,128.5,0,0.15,472.6,500,189000,5,15
2.92,14.6,25.4,0,0,249.15,500,409500,5,20
51.12,255.6,35.65,0,0.1,495.2,500,373500,5,20
2.81,14.05,21.05,0,0,277.6,500,76500,10,35
35.89,179.45,137.15,0,0.1,397.25,500,405000,5,20
2.84,14.2,18.7,0,0,302.4,500,63000,5,15
119.2,596,301.7,0,0.25,446.1,500,207000,5,25
4.07,20.35,0,101.5,0,500,98.3,283500,5,5
7.13,35.65,20.35,0,0,434.25,500,139500,5,10
34.24,171.2,43.9,0,0.1,484.35,500,216000,10,30
2.99,14.95,28.8,0,0,230.35,500,36000,5,25
97.2,486,197.8,0,0.2,463.1,500,202500,5,15
117.04,585.2,215.65,0,0.25,469.15,500,265500,5,15
8.86,44.3,18.35,0.2,0,461.95,500,144000,5,25
92.38,461.9,191.7,0,0.2,461.8,500,243000,5,20
41.76,208.8,87.65,39.6,0.1,461.05,491.25,238500,5,25
4.5,22.5,17.1,0.35,0,398.1,499.95,99000,5,25
50.72,253.6,87.1,0,0.1,472.9,500,306000,5,25
2.48,12.4,19.25,0,0,270.75,500,99000,10,30
97.99,489.95,200.9,0,0.2,462.6,500,342000,5,25
57.24,286.2,145.25,0,0.15,445.85,500,310500,5,5
3.31,16.55,23.95,0,0,284.25,500,144000,10,30
4.03,20.15,22.3,0,0,335.2,500,31500,5,25
2.74,13.7,19.1,0,0,291.4,500,63000,5,10
65.95,329.75,69.5,3.95,0.15,489.25,499.95,238500,5,5
4,20,0,129.25,0,500,76.45,387000,5,5
4.93,24.65,0,129.95,0,500,93.2,225000,5,10
83.63,418.15,143.65,0,0.2,472.85,500,175500,5,25
93.17,465.85,293.2,0,0.2,423.15,500,333000,5,15
3.56,17.8,0,83.35,0,500,104.4,364500,10,35
39.64,198.2,65.5,0,0.1,474.75,500,252000,5,25
4,20,19.8,0,0,355.35,500,126000,5,10
75.92,379.6,208.8,0,0.15,438.1,500,243000,5,20
3.02,15.1,18,0,0,321.35,500,108000,5,5
90.97,454.85,282.05,0,0.2,424.95,500,202500,5,5
3.06,15.3,0,27.7,0,500,241.75,202500,5,10
114.84,574.2,250.55,0,0.25,458.25,500,261000,5,5
39.17,195.85,6.85,7.4,0.1,499.7,499.65,324000,5,15
78.62,393.1,242.45,0,0.2,425.55,500,162000,5,5
103.86,519.3,213.1,0,0.25,462.55,500,360000,5,15
99.9,499.5,150.1,0,0.25,478.85,500,166500,5,15
3.31,16.55,0,96.5,0,500,84.5,193500,10,35
75.78,378.9,240.5,0,0.15,422.15,500,180000,5,10
5.26,26.3,0,132.85,0,500,97.1,225000,5,5
3.31,16.55,11.7,0.7,0,408.3,499.55,76500,10,30
54.25,271.25,180.2,0,0.1,416.45,500,351000,5,5
54.5,272.5,170.65,0,0.1,423.75,500,364500,5,20
3.02,15.1,15.65,0,0,347.15,500,72000,10,35
2.95,14.75,31.5,0,0,212.05,500,108000,5,10
3.92,19.6,13.85,1.8,0,408.35,497.9,418500,5,25
2.92,14.6,10.25,0.55,0,409.2,499.65,144000,10,30
58.39,291.95,162.2,0,0.15,437.1,500,301500,5,15
29.09,145.45,0.7,41.75,0.05,500,480.6,261000,10,30
2.84,14.2,24.1,0,0,253.8,500,108000,5,5
115.38,576.9,265.15,0,0.25,454.3,500,198000,10,30
74.02,370.1,169.75,2.9,0.15,454.5,500,328500,5,5
4.28,21.4,5.95,51.65,0,481.75,191.4,400500,10,35
64.58,322.9,188.1,0,0.15,432.05,500,351000,5,20
2.77,13.85,26.45,0,0,231.95,500,99000,5,5
63.65,318.25,138.05,0,0.15,458.7,500,261000,5,5
3.17,15.85,0,67.3,0,500,114.6,337500,10,30
2.81,14.05,0,22.85,0,500,261.9,18000,5,10
84.67,423.35,127.1,0,0.2,478.9,500,288000,5,5
2.74,13.7,0,23.95,0,500,248.25,333000,10,35
3.64,18.2,0,90.2,0,500,98.9,391500,10,30
108.32,541.6,281.9,0,0.25,443.5,500,301500,5,5
3.49,17.45,16,0,0,368.55,500,121500,10,30
51.88,259.4,83.35,0,0.1,476.05,500,270000,5,20
81.32,406.6,201.25,0,0.2,448.1,500,202500,5,15
3.28,16.4,0,88,0,500,91.6,166500,10,35
2.77,13.85,25.55,0,0,238.3,500,40500,5,5
3.42,17.1,30.6,0,0,243.9,500,135000,5,20
88.27,441.35,150.65,0,0.2,473.2,500,288000,10,35
52.24,261.2,110.5,0,0.1,460.5,500,193500,5,25
4.43,22.15,0,85.5,0,500,125.4,369000,10,30
4,20,29.15,0,0,282.85,500,31500,5,5
3.17,15.85,15.5,0,0,357.5,500,58500,10,35
23.69,118.45,0.2,28.1,0.05,500,486.5,180000,10,35
2.99,14.95,32.6,0,0,208.4,500,126000,5,20
4.68,23.4,0,104.75,0,500,109,288000,10,35
2.81,14.05,27.55,0,0,227.15,500,13500,5,25
62.96,314.8,191.9,0,0.15,426.95,500,270000,5,10
2.92,14.6,18.9,0,0,305.65,500,126000,5,25
48.49,242.45,109.1,0,0.1,455.95,500,270000,5,15
3.17,15.85,0,89.8,0,500,86.9,189000,5,15
41.44,207.2,182.5,0,0.1,375.2,500,153000,5,10
2.59,12.95,0,59.6,0,500,106.15,256500,5,15
2.77,13.85,23.6,0,0,253.05,500,18000,5,25
3.02,15.1,26.1,0,0,250.4,500,58500,5,10
4.07,20.35,0,134.65,0,500,74.7,360000,5,15
3.46,17.3,0,84.25,0,500,100.55,229500,5,25
47.09,235.45,44.1,0,0.1,491.45,500,252000,5,25
3.74,18.7,21.8,0,0,325.55,500,427500,5,25
46.26,231.3,122.6,0,0.1,441.8,500,243000,5,5
3.35,16.75,28.8,0,0,251.4,500,112500,10,35
4.14,20.7,0,81.55,0,500,123,225000,5,20
2.99,14.95,24.1,0,0,263.55,500,126000,5,20
5.76,28.8,0,115.55,0,500,120.9,243000,10,30
5.08,25.4,0,88.75,0,500,137.6,378000,5,15
91.04,455.2,221.05,0,0.2,449.75,500,333000,5,10
2.99,14.95,0,74.15,0,500,98.8,342000,10,35
4.82,24.1,33.85,0,0,290,500,423000,5,25
75.2,376,276.65,0,0.15,402.75,500,342000,5,20
3.46,17.3,0,24.1,0,500,291.55,207000,5,5
41.72,208.6,70.75,0,0.1,473.5,500,292500,10,30
39.53,197.65,44.1,1.6,0.1,488,500,274500,10,30
2.95,14.75,10.1,0.55,0,412.55,499.65,94500,5,20
48.67,243.35,187.75,0,0.1,395.85,500,211500,5,25
6.41,32.05,0,99.7,0,500,153,234000,5,25
60.55,302.75,215.3,0,0.15,407.45,500,148500,5,25
3.49,17.45,0,71.8,0,500,118.1,162000,10,30
3.42,17.1,19.8,0,0,326.8,500,40500,10,35
2.99,14.95,0,70.9,0,500,103.15,211500,10,35
2.92,14.6,20.9,0,0,286.35,500,418500,10,35
47.05,235.25,12.4,4.3,0.1,499.3,499.9,166500,10,30
3.1,15.5,30.6,0,0,225.95,500,121500,5,10
3.6,18,18,0,0,353.55,500,423000,5,15
2.88,14.4,23.05,0,0,264.9,500,0,10,35
37.62,188.1,122.6,0,0.1,418.9,500,13500,10,30
130.5,652.5,239.95,0,0.3,469.3,500,193500,5,10
51.88,259.4,94.85,0,0.1,469.6,500,292500,5,25
3.46,17.3,22.3,0,0,306.5,500,0,5,10
2.95,14.75,28.1,0,0,232.4,500,121500,5,25
2.95,14.75,23.75,0,0,263.8,500,126000,5,10
2.95,14.75,17.8,0,0,319.05,500,85500,10,30
2.88,14.4,22.7,0,0,267.85,500,27000,5,5
75.38,376.9,138.4,0,0.15,469.35,500,162000,5,20
40.32,201.6,47.35,0,0.1,486.75,500,193500,10,30
3.38,16.9,18.55,0,0,336.75,500,144000,5,10
48.67,243.35,100.45,0,0.1,462.15,500,247500,5,10
3.17,15.85,30.25,0,0,232.05,500,49500,5,25
3.92,19.6,0,79.9,0,500,119.1,220500,5,15
3.82,19.1,35.8,0,0,235.35,500,103500,5,25
2.7,13.5,23.95,0,0,245.5,500,27000,5,20
74.2,371,109.8,0,0.15,479.45,500,175500,5,15
3.24,16.2,12.25,0.2,0,398.8,499.95,126000,5,20
2.74,13.7,0,59.95,0,500,111.4,373500,5,25
11.38,56.9,0.9,59.6,0.05,499.95,345.25,391500,5,15
63.22,316.1,187.2,0,0.15,430.2,500,297000,5,5
3.31,16.55,25.9,0,0,269.25,500,135000,5,10
110.41,552.05,149.75,0,0.25,482.55,500,265500,5,5
2.63,13.15,18,0,0,294.95,500,130500,10,35
2.99,14.95,22.3,0,0,278.4,500,27000,5,25
7.88,39.4,0,73.1,0,500,237.25,234000,5,20
3.82,19.1,23.6,0,0,314.55,500,4500,5,15
2.99,14.95,0,57.05,0,500,126.75,243000,10,35
3.6,18,27.9,0,0,271.05,500,99000,5,25
67.72,338.6,225.35,0,0.15,416.25,500,274500,5,15
4.28,21.4,0,54.35,0,500,183.2,229500,10,35
3.92,19.6,18.2,0,0,366.4,500,108000,5,15
115.24,576.2,255.6,0,0.25,457.05,500,288000,5,5
3.71,18.55,22.85,0,0,315.15,500,103500,10,30
3.74,18.7,0,106,0,500,86.85,355500,10,30
3.06,15.3,18.35,0,0,320.2,500,18000,5,20
4.21,21.05,16.55,0.9,0,393.05,499.55,414000,5,15
2.88,14.4,25,0,0,249.55,500,54000,5,5
121.72,608.6,210.6,0,0.3,472.5,500,315000,5,15
3.13,15.65,17.45,0,0,333.85,500,130500,10,35
3.53,17.65,25.4,0,0,285.3,500,135000,5,25
38.12,190.6,5.2,10.45,0.1,499.8,499.25,184500,10,30
5.08,25.4,0,133.9,0,500,93.2,387000,10,30
63.54,317.7,187.4,0,0.15,430.65,500,171000,5,10
6.55,32.75,0,103.3,0,500,151.1,234000,5,20
49.97,249.85,144.2,0,0.1,433.05,500,315000,5,5
46.98,234.9,117,0,0.1,447.55,500,306000,5,25
57.82,289.1,115.75,0,0.15,464.2,500,265500,5,5
3.35,16.75,11.35,0.9,0,413.9,499.3,108000,5,5
4.86,24.3,0,53.65,0,500,206.3,328500,10,30
3.56,17.8,18.55,0,0,346.2,500,4500,10,30
3.24,16.2,0,69.3,0,500,113.8,396000,10,30
2.59,12.95,20.9,0,0,263.35,500,13500,5,15
66.6,333,265.85,0,0.15,390.75,500,333000,5,5
3.02,15.1,27.2,0,0,242.7,500,135000,10,30
70.6,353,12.8,4.7,0.15,499.65,499.95,180000,10,30
56.88,284.4,123.65,0,0.15,458.55,500,265500,5,10
15.34,76.7,70.55,0,0.05,368,500,22500,10,30
75.46,377.3,222.65,0,0.15,430.6,500,288000,5,15
79.34,396.7,139.85,0,0.2,471.55,500,306000,5,25
3.17,15.85,24.1,0,0,274.75,500,112500,10,30
3.1,15.5,0,80.45,0,500,94.6,234000,10,35
4.86,24.3,24.1,0,0,355,500,130500,5,15
64.55,322.75,133.9,0,0.15,461.85,500,184500,5,5
40.14,200.7,59.4,4.7,0.1,479.45,499.85,400500,10,30
40.25,201.25,72.35,0,0.1,470.5,500,211500,10,30
3.06,15.3,19.1,0,0,312.6,500,31500,5,20
65.66,328.3,183.05,0,0.15,436.7,500,418500,5,25
3.35,16.75,0,86.95,0,500,94.6,391500,10,30
58.14,290.7,99.7,0,0.15,472.95,500,310500,5,25
2.77,13.85,24.1,0,0,249.15,500,90000,5,20
111.49,557.45,313.2,0,0.25,435.9,500,297000,5,15
59.08,295.4,110,0,0.15,468.55,500,297000,5,15
54,270,132.85,0,0.1,448.65,500,283500,5,25
3.6,18,0,77.75,0,500,112.75,310500,10,35
2.95,14.75,0,62.8,0,500,114.35,396000,5,15
43.34,216.7,167.05,0,0.1,396,500,333000,5,5
3.6,18,16,0,0,373.7,500,4500,5,15
2.99,14.95,15.65,0,0,345.4,500,9000,10,35
3.74,18.7,0,131.2,0,500,70.55,324000,10,30
40.86,204.3,43.9,0,0.1,488.85,500,355500,5,15
3.24,16.2,14.75,0,0,369.7,500,0,5,25
30.46,152.3,0,44.8,0.05,500,479.7,319500,5,10
3.17,15.85,30.05,0,0,233.25,500,81000,10,35
2.99,14.95,27.7,0,0,237.5,500,27000,5,20
64.51,322.55,187.4,0,0.15,432.35,500,283500,5,25
3.02,15.1,25.4,0,0,255.5,500,112500,5,15
52.45,262.25,115.2,19.1,0.1,457.8,498.7,238500,5,10
2.99,14.95,0,73.25,0,500,100,319500,10,35
42.62,213.1,151.4,0,0.1,407.6,500,148500,5,15
2.66,13.3,24.1,0,0,241.6,500,94500,5,20
78.44,392.2,245.35,0,0.2,423.9,500,207000,5,5
2.92,14.6,0,61.2,0,500,116.05,279000,10,35
3.46,17.3,0,64.45,0,500,129.6,225000,10,35
3.71,18.55,31.85,0,0,251.65,500,13500,5,25
6.44,32.2,0,131.4,0,500,119,225000,5,15
2.74,13.7,20.15,0,0,281.15,500,418500,10,30
3.71,18.55,0,112.3,0,500,81.5,351000,5,20
120.28,601.4,331.55,0,0.3,437.85,500,247500,5,5
2.81,14.05,20.7,0,0,280.8,500,130500,5,15
3.71,18.55,23.95,0,0,306.15,500,9000,5,25
3.82,19.1,0,80.3,0,500,115.7,387000,5,5
3.28,16.4,24.3,0,0,279.7,500,58500,5,5
2.92,14.6,13.7,0,0,364.6,500,76500,5,10
2.84,14.2,27.55,0,0,229.05,500,45000,10,35
61.63,308.15,182.15,0,0.15,430.45,500,414000,5,10
2.92,14.6,25,0,0,252.15,500,58500,5,20
2.63,13.15,24.65,0,0,235.35,500,18000,10,30
3.82,19.1,0,113.2,0,500,83.2,396000,5,5
3.06,15.3,0,83.15,0,500,90.5,391500,10,30
3.28,16.4,22.5,0,0,294.5,500,90000,5,10
4.1,20.5,26.45,0,0,306.3,500,135000,10,30
3.17,15.85,0,90,0,500,86.7,193500,10,35
3.28,16.4,0,81.55,0,500,98.6,247500,10,35
47.02,235.1,122.4,0.9,0.1,443.5,500,378000,5,25
2.81,14.05,24.1,0,0,251.8,500,103500,10,35
5.76,28.8,24.3,0,0,382.15,500,405000,5,5
52.74,263.7,155.7,0,0.1,430.55,500,198000,5,25
49.18,245.9,122.75,0,0.1,447.35,500,265500,5,20
7.2,36,25.9,0,0,405.85,500,27000,5,25
29.84,149.2,0.2,55.25,0.05,500,468.9,319500,5,5
3.46,17.3,22.5,0,0,304.75,500,40500,5,25
57.13,285.65,94.3,0,0.15,474.8,500,306000,5,25
2.95,14.75,27.2,0,0,238.35,500,130500,5,5
3.56,17.8,16.2,0,0,369.8,500,409500,5,20
6.62,33.1,0,86.75,0,500,178.25,225000,5,5
3.49,17.45,26.65,0,0,273.9,500,135000,5,5
17.28,86.4,0.35,73.6,0.05,500,380.6,238500,10,30
3.31,16.55,14.05,0,0,381.15,500,67500,5,25
3.42,17.1,0,68.4,0,500,121.25,171000,10,30
56.12,280.6,91.8,0,0.15,475.2,500,243000,5,5
4.93,24.65,23.75,0,0,360.05,500,405000,5,10
9.61,48.05,0,130.15,0,500,173.15,229500,5,5
55.51,277.55,177.65,0,0.15,421.1,500,162000,5,15
3.53,17.65,0,94.7,0,500,91.6,342000,10,30
3.06,15.3,21.8,0,0,287.25,500,76500,10,35
3.13,15.65,0,79.55,0,500,96.5,279000,10,35
3.02,15.1,28.45,0,0,234.4,500,54000,5,20
62.39,311.95,197.1,0,0.15,422.7,500,202500,5,20
63.5,317.5,164.7,0,0.15,443.85,500,378000,5,20
4.18,20.9,22.85,0,0,337.45,500,27000,10,30
2.84,14.2,0,28.6,0,500,222.35,211500,10,35
3.89,19.45,15.1,0,0,394.95,500,139500,5,15
3.64,18.2,0,68.2,0,500,128.9,175500,10,35
3.06,15.3,22.5,0,0,281.15,500,130500,10,30
3.96,19.8,31.7,0,0,264.9,500,94500,5,5
5.54,27.7,0,50.75,0,500,239.55,328500,10,30
5.18,25.9,0,126.7,0,500,100.15,229500,5,10
3.89,19.45,13.5,2,0,410.75,497.4,4500,10,30
66.2,331,39.4,6.3,0.15,496.5,499.9,369000,5,15
66.38,331.9,148.7,0,0.15,456.3,500,256500,5,10
3.56,17.8,37.25,0,0,215.6,500,139500,10,30
3.06,15.3,21.05,0,0,293.95,500,76500,5,25
57.13,285.65,184.7,0,0.15,419.85,500,414000,5,25
34.99,174.95,123.65,0,0.1,408.3,500,157500,5,15
3.28,16.4,30.6,0,0,236.2,500,90000,10,35
5.26,26.3,17.1,0.2,0,419.2,500,45000,5,15
70.09,350.45,303.1,0,0.15,378.2,500,211500,5,25
103.86,519.3,258.65,0,0.25,447.55,500,337500,5,15
48.64,243.2,186.5,0,0.1,396.75,500,216000,5,5
62.06,310.3,232.4,0,0.15,400.2,500,216000,5,20
98.32,491.6,143.8,0,0.25,479.9,500,198000,5,5
3.02,15.1,22.5,0,0,278.65,500,99000,5,20
6.12,30.6,25,0,0,387.2,500,45000,10,30
3.17,15.85,0,88.9,0,500,87.75,297000,10,35
6.08,30.4,33.1,0,0,338.2,500,63000,5,20
38.2,191,91.8,0,0.1,450.65,500,247500,5,5
4.28,21.4,18.35,0.2,0,379.55,500,40500,5,10
32.8,164,0.2,45.35,0.1,500,481.9,324000,5,15
22.5,112.5,104.95,0,0.05,365.6,500,148500,10,30
4.64,23.2,27,0,0,325.85,500,423000,5,15
4.32,21.6,0,82.6,0,500,126.5,189000,10,35
31.32,156.6,28.25,4.7,0.05,492.05,499.75,324000,5,10
3.2,16,7.2,49.7,0,455.95,153.2,400500,10,30
2.56,12.8,23.2,0,0,241.55,500,117000,10,35
4,20,0,103.3,0,500,95.05,364500,10,35
5.65,28.25,0,82.8,0,500,161.45,162000,10,35
33.98,169.9,90.55,0,0.1,441.25,500,333000,5,25
45.07,225.35,169,0,0.1,400,500,211500,5,25
57.71,288.55,28.8,7.75,0.15,497.55,499.8,288000,10,30
3.49,17.45,0,93.25,0,500,91.95,288000,10,35
3.1,15.5,20.15,0,0,304.85,500,144000,10,35
67.21,336.05,144.35,0,0.15,459.4,500,243000,5,10
53.89,269.45,122.2,0,0.1,455.35,500,207000,5,15
56.34,281.7,139.5,0,0.15,448.05,500,171000,5,20
2.84,14.2,31.5,0,0,205.5,500,409500,5,5
3.67,18.35,22.15,0,0,319,500,40500,5,20
3.6,18,0,69.85,0,500,124.75,247500,10,35
2.95,14.75,0,57.4,0,500,124.45,301500,10,35
3.67,18.35,22.3,0,0,317.7,500,58500,5,10
2.59,12.95,20.9,0,0,263.35,500,4500,5,10
3.78,18.9,0,98.8,0,500,93.95,391500,5,10
103.82,519.1,133.4,0,0.25,484.25,500,198000,5,5
3.42,17.1,21.05,0,0,315.25,500,81000,5,5
42.37,211.85,213.65,0,0.1,352.05,500,157500,10,30
3.38,16.9,25.2,0,0,278.5,500,135000,5,25
62.5,312.5,190.1,0,0.15,427.15,500,292500,5,20
9.72,48.6,64.1,0,0,302.1,500,144000,10,30
2.84,14.2,21.05,0,0,279.6,500,36000,5,20
3.82,19.1,0,95.95,0,500,97.6,306000,5,5
2.99,14.95,27,0,0,242.2,500,130500,5,15
3.02,15.1,16.75,0,0,334.8,500,144000,5,25
2.95,14.75,18.9,0,0,307.6,500,76500,10,30
3.53,17.65,23.6,0,0,299.45,500,405000,5,10
2.84,14.2,27.55,0,0,229.05,500,117000,5,5
3.06,15.3,28.25,0,0,238.1,500,13500,5,25
3.6,18,28.25,0,0,268.7,500,54000,5,20
52.99,264.95,86.75,0,0.1,475.2,500,297000,5,10
2.81,14.05,23.05,0,0,260.25,500,49500,5,25
2.95,14.75,19.8,0,0,298.7,500,427500,10,35
3.17,15.85,16,0,0,351.9,500,9000,5,5
46.94,234.7,40.3,0,0.1,492.8,500,207000,5,10
3.2,16,0,87.1,0,500,90.35,247500,10,35
2.92,14.6,25.55,0,0,248.05,500,18000,5,10
6.26,31.3,0,117.9,0,500,128.3,225000,10,30
41.47,207.35,77.4,0,0.1,468.45,500,364500,5,20
3.53,17.65,31.85,0,0,242.35,500,0,5,20
2.92,14.6,32.75,0,0,203.6,500,103500,5,10
4,20,19.45,0,0,358.45,500,108000,5,10
49.54,247.7,83.5,0,0.1,473.8,500,252000,5,10
63.86,319.3,108,0,0.15,473.65,500,189000,5,10
5.04,25.2,0,135.2,0,500,91.6,355500,5,15
3.1,15.5,28.8,0,0,236.95,500,58500,10,35
6.73,33.65,0,107.1,0,500,149.85,229500,5,15
2.88,14.4,0,68.05,0,500,103.5,373500,5,5
60.23,301.15,154.25,0,0.15,445,500,247500,5,5
50.98,254.9,117.7,3.4,0.1,453.95,499.95,328500,5,10
2.88,14.4,25.55,0,0,245.5,500,54000,10,30
3.06,15.3,29.35,0,0,231.15,500,108000,10,30
52.6,263,115.9,0,0.1,457.55,500,328500,5,5
3.13,15.65,17.1,0,0,337.55,500,423000,5,5
40.25,201.25,142.4,0,0.1,408.15,500,427500,5,25
102.24,511.2,238.7,0,0.25,453.05,500,180000,5,5
3.24,16.2,0,80.45,0,500,98.7,252000,5,25
5.4,27,39.4,0,0,282.65,500,409500,5,15
3.42,17.1,27.9,0,0,261.3,500,112500,5,20
3.38,16.9,0,23.2,0,500,294.4,27000,10,35
2.81,14.05,0,54.35,0,500,125.15,378000,5,5
3.31,16.55,30.8,0,0,236.65,500,67500,5,20
77.04,385.2,290.15,0,0.2,399.4,500,153000,5,5
3.71,18.55,20.5,0,0,335.5,500,63000,5,10
2.74,13.7,0,86.6,0,500,78.15,252000,10,30
3.17,15.85,36.7,0,0,198.25,500,409500,5,15
3.13,15.65,0,58.85,0,500,128.5,346500,10,35
